Dataset Name	Image Name	Organism	Organism Term Source REF	Strain	Reporter	Genotype	Developmental Stage	Developmental Stage Comments	Material Type	Growth Condition	Phenotype Name	Phenotype Description	Phenotype Source Type	Phenotype Term Source REF	Phenotype Term Name	Phenotype Term Accession	Channels	Image File Type	Image Dimensions (XYZCT)	Image Plane	Image Section	Image File Comments
Embryo1	SPM00_TM000353_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  353
Embryo1	SPM00_TM000354_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  354
Embryo1	SPM00_TM000355_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  355
Embryo1	SPM00_TM000356_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  356
Embryo1	SPM00_TM000357_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  357
Embryo1	SPM00_TM000358_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  358
Embryo1	SPM00_TM000359_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  359
Embryo1	SPM00_TM000360_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  360
Embryo1	SPM00_TM000361_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  361
Embryo1	SPM00_TM000362_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  362
Embryo1	SPM00_TM000363_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  363
Embryo1	SPM00_TM000364_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  364
Embryo1	SPM00_TM000365_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  365
Embryo1	SPM00_TM000366_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  366
Embryo1	SPM00_TM000367_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  367
Embryo1	SPM00_TM000368_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  368
Embryo1	SPM00_TM000369_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  369
Embryo1	SPM00_TM000370_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  370
Embryo1	SPM00_TM000371_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  371
Embryo1	SPM00_TM000372_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  372
Embryo1	SPM00_TM000373_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  373
Embryo1	SPM00_TM000374_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  374
Embryo1	SPM00_TM000375_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  375
Embryo1	SPM00_TM000376_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  376
Embryo1	SPM00_TM000377_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  377
Embryo1	SPM00_TM000378_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  378
Embryo1	SPM00_TM000379_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  379
Embryo1	SPM00_TM000380_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  380
Embryo1	SPM00_TM000381_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  381
Embryo1	SPM00_TM000382_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  382
Embryo1	SPM00_TM000383_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  383
Embryo1	SPM00_TM000384_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  384
Embryo1	SPM00_TM000385_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  385
Embryo1	SPM00_TM000386_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  386
Embryo1	SPM00_TM000387_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  387
Embryo1	SPM00_TM000388_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  388
Embryo1	SPM00_TM000389_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  389
Embryo1	SPM00_TM000390_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  390
Embryo1	SPM00_TM000391_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  391
Embryo1	SPM00_TM000392_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  392
Embryo1	SPM00_TM000393_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  393
Embryo1	SPM00_TM000394_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  394
Embryo1	SPM00_TM000395_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  395
Embryo1	SPM00_TM000396_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  396
Embryo1	SPM00_TM000397_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  397
Embryo1	SPM00_TM000398_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  398
Embryo1	SPM00_TM000399_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  399
Embryo1	SPM00_TM000400_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  400
Embryo1	SPM00_TM000401_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  401
Embryo1	SPM00_TM000402_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  402
Embryo1	SPM00_TM000403_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  403
Embryo1	SPM00_TM000404_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  404
Embryo1	SPM00_TM000405_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  405
Embryo1	SPM00_TM000406_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  406
Embryo1	SPM00_TM000407_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  407
Embryo1	SPM00_TM000408_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  408
Embryo1	SPM00_TM000409_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  409
Embryo1	SPM00_TM000410_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  410
Embryo1	SPM00_TM000411_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  411
Embryo1	SPM00_TM000412_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  412
Embryo1	SPM00_TM000413_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  413
Embryo1	SPM00_TM000414_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  414
Embryo1	SPM00_TM000415_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  415
Embryo1	SPM00_TM000416_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  416
Embryo1	SPM00_TM000417_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  417
Embryo1	SPM00_TM000418_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  418
Embryo1	SPM00_TM000419_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  419
Embryo1	SPM00_TM000420_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  420
Embryo1	SPM00_TM000421_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  421
Embryo1	SPM00_TM000422_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  422
Embryo1	SPM00_TM000423_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  423
Embryo1	SPM00_TM000424_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  424
Embryo1	SPM00_TM000425_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  425
Embryo1	SPM00_TM000426_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  426
Embryo1	SPM00_TM000427_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  427
Embryo1	SPM00_TM000428_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  428
Embryo1	SPM00_TM000429_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  429
Embryo1	SPM00_TM000430_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  430
