Dataset Name	Image Name	Organism	Organism Term Source REF	Strain	Reporter	Genotype	Developmental Stage	Developmental Stage Comments	Material Type	Growth Condition	Phenotype Name	Phenotype Description	Phenotype Source Type	Phenotype Term Source REF	Phenotype Term Name	Phenotype Term Accession	Channels	Image File Type	Image Dimensions (XYZCT)	Image Plane	Image Section	Image File Comments
Embryo1	SPM00_TM000000_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  0
Embryo1	SPM00_TM000001_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  1
Embryo1	SPM00_TM000002_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  2
Embryo1	SPM00_TM000003_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  3
Embryo1	SPM00_TM000004_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  4
Embryo1	SPM00_TM000005_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  5
Embryo1	SPM00_TM000006_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  6
Embryo1	SPM00_TM000007_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  7
Embryo1	SPM00_TM000008_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  8
Embryo1	SPM00_TM000009_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  9
Embryo1	SPM00_TM000010_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  10
Embryo1	SPM00_TM000011_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  11
Embryo1	SPM00_TM000012_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  12
Embryo1	SPM00_TM000013_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  13
Embryo1	SPM00_TM000014_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  14
Embryo1	SPM00_TM000015_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  15
Embryo1	SPM00_TM000016_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  16
Embryo1	SPM00_TM000017_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  17
Embryo1	SPM00_TM000018_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  18
Embryo1	SPM00_TM000019_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  19
Embryo1	SPM00_TM000020_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  20
Embryo1	SPM00_TM000021_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  21
Embryo1	SPM00_TM000022_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  22
Embryo1	SPM00_TM000023_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  23
Embryo1	SPM00_TM000024_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  24
Embryo1	SPM00_TM000025_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  25
Embryo1	SPM00_TM000026_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  26
Embryo1	SPM00_TM000027_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  27
Embryo1	SPM00_TM000028_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  28
Embryo1	SPM00_TM000029_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  29
Embryo1	SPM00_TM000030_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  30
Embryo1	SPM00_TM000031_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  31
Embryo1	SPM00_TM000032_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  32
Embryo1	SPM00_TM000033_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  33
Embryo1	SPM00_TM000034_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  34
Embryo1	SPM00_TM000035_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  35
Embryo1	SPM00_TM000036_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  36
Embryo1	SPM00_TM000037_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  37
Embryo1	SPM00_TM000038_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  38
Embryo1	SPM00_TM000039_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  39
Embryo1	SPM00_TM000040_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  40
Embryo1	SPM00_TM000041_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  41
Embryo1	SPM00_TM000042_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  42
Embryo1	SPM00_TM000043_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  43
Embryo1	SPM00_TM000044_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  44
Embryo1	SPM00_TM000045_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  45
Embryo1	SPM00_TM000046_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  46
Embryo1	SPM00_TM000047_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  47
Embryo1	SPM00_TM000048_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  48
Embryo1	SPM00_TM000049_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  49
Embryo1	SPM00_TM000050_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  50
Embryo1	SPM00_TM000051_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  51
Embryo1	SPM00_TM000052_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  52
Embryo1	SPM00_TM000053_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  53
Embryo1	SPM00_TM000054_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  54
Embryo1	SPM00_TM000055_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  55
Embryo1	SPM00_TM000056_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  56
Embryo1	SPM00_TM000057_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  57
Embryo1	SPM00_TM000058_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  58
Embryo1	SPM00_TM000059_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  59
Embryo1	SPM00_TM000060_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  60
Embryo1	SPM00_TM000061_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  61
Embryo1	SPM00_TM000062_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  62
Embryo1	SPM00_TM000063_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  63
Embryo1	SPM00_TM000064_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  64
Embryo1	SPM00_TM000065_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  65
Embryo1	SPM00_TM000066_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  66
Embryo1	SPM00_TM000067_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  67
Embryo1	SPM00_TM000068_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  68
Embryo1	SPM00_TM000069_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  69
Embryo1	SPM00_TM000070_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  70
Embryo1	SPM00_TM000071_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  71
Embryo1	SPM00_TM000072_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  72
Embryo1	SPM00_TM000073_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  73
Embryo1	SPM00_TM000074_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  74
Embryo1	SPM00_TM000075_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  75
Embryo1	SPM00_TM000076_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  76
Embryo1	SPM00_TM000077_CM00_CM01_CHN00.klb	Mus musculus	NCBITaxon 10090	129S&CD1	CAG-tdTomato-2A-H2B-EGFP	Tg/+	E6.5 to E8.5	"early-streak, bud stage, 8-10 somite"	Whole embryo	Embryo cultured for 2 days			Manual	OBO			H2B-eGFP	KLB	"2169,2048,988,1,1"			Time point  77
